Name;Action;Adventure;Children;Comedy;Crime;Drama;Horror;Romance;SciFi;Thriller
Sabotage (1936);0;0;0;0;0;0;0;0;0;1
Secret Agent (1936);0;0;0;0;0;0;0;0;0;1
Man Who Knew Too Much, The (1934);0;0;0;0;0;0;0;0;0;1
Waltzes from Vienna (1933);0;0;0;1;0;0;0;0;0;0
Number Seventeen (1932);0;0;0;0;0;0;0;0;0;1
Rich and Strange (1932);0;0;0;1;0;0;0;1;0;0
Skin Game, The (1931);0;0;0;0;0;1;0;0;0;0
Elstree Calling (1930);0;0;0;1;0;0;0;0;0;0
Juno and Paycock (1930);0;0;0;0;0;1;0;0;0;0
Murder! (1930);0;0;0;0;0;0;0;0;0;1
Manxman, The (1929);0;0;0;0;0;1;0;0;0;0
Blackmail (1929);0;0;0;0;0;0;0;0;0;1
Champagne (1928);0;0;0;1;0;0;0;0;0;0
Farmer's Wife, The (1928);0;0;0;1;0;0;0;0;0;0
Downhill (1927);0;0;0;0;0;1;0;0;0;0
Easy Virtue (1927);0;0;0;0;0;1;0;0;0;0
Ring, The (1927);0;0;0;0;0;1;0;0;0;0
Lodger, The (1926);0;0;0;0;0;0;0;0;0;1
Mountain Eagle, The (1926);0;0;0;0;0;1;0;0;0;0
Pleasure Garden, The (1925);0;0;0;0;0;1;0;0;0;0
Always Tell Your Wife (1923);0;0;0;1;0;0;0;0;0;0
Rounders (1998);0;0;0;0;1;1;0;0;0;0
Cube (1997);0;0;0;0;0;0;0;0;1;1
Digging to China (1998);0;0;0;0;0;1;0;0;0;0
Let's Talk About Sex (1998);0;0;0;0;0;1;0;0;0;0
One Man's Hero (1999);0;0;0;0;0;1;0;0;0;0
Simon Birch (1998);0;0;0;0;0;1;0;0;0;0
Without Limits (1998);0;0;0;0;0;1;0;0;0;0
Seven Beauties (Pasqualino Settebellezze) (1976);0;0;0;1;0;1;0;0;0;0
Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975);0;0;0;1;0;1;0;0;0;0
My Bodyguard (1980);0;0;0;0;0;1;0;0;0;0
Class (1983);0;0;0;1;0;0;0;0;0;0
Grandview, U.S.A. (1984);0;0;0;0;0;1;0;0;0;0
Broadcast News (1987);0;0;0;1;0;1;0;1;0;0
Allnighter, The (1987);0;0;0;1;0;0;0;1;0;0
Working Girl (1988);0;0;0;1;0;1;0;0;0;0
Stars and Bars (1988);0;0;0;1;0;0;0;0;0;0
Married to the Mob (1988);0;0;0;1;0;0;0;0;0;0
Say Anything... (1989);0;0;0;1;0;1;0;1;0;0
My Blue Heaven (1990);0;0;0;1;0;0;0;0;0;0
Men Don't Leave (1990);0;0;0;0;0;1;0;0;0;0
Cabinet of Dr. Ramirez, The (1991);0;0;0;1;0;0;0;0;0;0
Hero (1992);0;0;0;1;0;1;0;0;0;0
Toys (1992);1;0;0;1;0;0;0;0;0;0
Choices (1981);0;0;0;0;0;1;0;0;0;0
Young Doctors in Love (1982);0;0;0;1;0;0;0;0;0;0
Parasite (1982);0;0;0;0;0;0;1;0;1;0
No Small Affair (1984);0;0;0;1;0;0;0;1;0;0
Master Ninja I (1984);1;0;0;0;0;0;0;0;0;0
Blame It on Rio (1984);0;0;0;1;0;0;0;1;0;0
Wisdom (1986);1;0;0;0;1;0;0;0;0;0
One Crazy Summer (1986);0;0;0;1;0;0;0;0;0;0
About Last Night... (1986);0;0;0;1;0;1;0;1;0;0
Seventh Sign, The (1988);0;0;0;0;0;0;0;0;0;1
We're No Angels (1989);0;0;0;0;0;1;0;0;0;0
Nothing But Trouble (1991);0;1;0;1;0;0;0;0;0;0
Butcher's Wife, The (1991);0;0;0;1;0;0;0;1;0;0
Mortal Thoughts (1991);0;0;0;0;0;0;0;0;0;1
Few Good Men, A (1992);0;0;0;0;1;1;0;0;0;0
Indecent Proposal (1993);0;0;0;0;0;1;0;0;0;0
Century of Cinema, A (1994);0;0;0;0;0;0;0;0;0;0
Permanent Midnight (1998);0;0;0;0;0;1;0;0;0;0
One True Thing (1998);0;0;0;0;0;1;0;0;0;0
Rush Hour (1998);1;0;0;0;0;0;0;0;0;1
Lilian's Story (1995);0;0;0;0;0;1;0;0;0;0
Six-String Samurai (1998);1;1;0;0;0;0;0;0;1;0
Soldier's Daughter Never Cries, A (1998);0;0;0;0;0;1;0;0;0;0
Somewhere in the City (1997);0;0;0;0;0;1;0;0;0;0
Ronin (1998);1;0;0;0;1;0;0;0;0;1
Urban Legend (1998);0;0;0;0;0;0;1;0;0;1
Clay Pigeons (1998);0;0;0;0;1;0;0;0;0;0
Monument Ave. (1998);0;0;0;0;1;0;0;0;0;0
Pecker (1998);0;0;0;1;0;1;0;0;0;0
Sheltering Sky, The (1990);0;0;0;0;0;1;0;0;0;0
Bandit Queen (1994);0;0;0;0;0;1;0;0;0;0
If.... (1968);0;0;0;0;0;1;0;0;0;0
Fiendish Plot of Dr. Fu Manchu, The (1980);0;0;0;1;0;0;0;0;0;0
Them! (1954);0;0;0;0;0;0;0;0;1;1
Thing, The (1982);1;0;0;0;0;0;1;0;1;1
Player, The (1992);0;0;0;1;0;1;0;0;0;0
Stardust Memories (1980);0;0;0;1;0;1;0;0;0;0
Edward Scissorhands (1990);0;0;0;0;0;1;0;1;0;0
Overnight Delivery (1996);0;0;0;0;0;0;0;1;0;0
Shadrach (1998);0;0;0;0;0;1;0;0;0;0
Antz (1998);0;0;1;0;0;0;0;0;0;0
Impostors, The (1998);0;0;0;1;0;0;0;0;0;0
Night at the Roxbury, A (1998);0;0;0;1;0;0;0;0;0;0
What Dreams May Come (1998);0;0;0;0;0;1;0;1;0;0
Strangeland (1998);0;0;0;0;0;0;0;0;0;1
Battle of the Sexes, The (1959);0;0;0;1;0;0;0;0;0;0
Producers, The (1968);0;0;0;1;0;0;0;0;0;0
History of the World: Part I (1981);0;0;0;1;0;0;0;0;0;0
My Cousin Vinny (1992);0;0;0;1;0;0;0;0;0;0
Nashville (1975);0;0;0;0;0;1;0;0;0;0
Love Is the Devil (1998);0;0;0;0;0;1;0;0;0;0
Slam (1998);0;0;0;0;0;1;0;0;0;0
Holy Man (1998);0;0;0;1;0;0;0;0;0;0
One Tough Cop (1998);1;0;0;0;0;1;0;0;0;0
Detroit 9000 (1973);1;0;0;0;1;0;0;0;0;0
Inheritors, The (Die Siebtelbauern) (1998);0;0;0;0;0;1;0;0;0;0
Mighty, The (1998);0;0;0;0;0;1;0;0;0;0
2010 (1984);0;0;0;0;0;0;0;0;1;0
Children of a Lesser God (1986);0;0;0;0;0;1;0;0;0;0
Elephant Man, The (1980);0;0;0;0;0;1;0;0;0;0
Beloved (1998);0;0;0;0;0;1;0;0;0;0
Bride of Chucky (1998);0;0;0;0;0;0;1;0;0;1
Practical Magic (1998);0;0;0;0;0;1;0;1;0;0
Alarmist, The (1997);0;0;0;1;0;0;0;0;0;0
Happiness (1998);0;0;0;1;0;0;0;0;0;0
Reach the Rock (1997);0;0;0;1;0;0;0;0;0;0
Apt Pupil (1998);0;0;0;0;0;1;0;0;0;1
Pleasantville (1998);0;0;0;1;0;0;0;0;0;0
Soldier (1998);1;1;0;0;0;0;0;0;1;1
Cruise, The (1998);0;0;0;0;0;0;0;0;0;0
Life Is Beautiful (La Vita ?bella) (1997);0;0;0;1;0;1;0;0;0;0
Orgazmo (1997);0;0;0;1;0;0;0;0;0;0
Shattered Image (1998);0;0;0;0;0;1;0;0;0;1
Tales from the Darkside: The Movie (1990);0;0;0;0;0;0;1;0;0;0
Vampires (1998);0;0;0;0;0;0;1;0;0;0
American History X (1998);0;0;0;0;0;1;0;0;0;0
Hands on a Hard Body (1996);0;0;0;0;0;0;0;0;0;0
Living Out Loud (1998);0;0;0;1;0;0;0;1;0;0
Belly (1998);0;0;0;0;1;1;0;0;0;0
Gods and Monsters (1998);0;0;0;0;0;1;0;0;0;0
Siege, The (1998);1;0;0;0;0;0;0;0;0;1
Waterboy, The (1998);0;0;0;1;0;0;0;0;0;0
Elizabeth (1998);0;0;0;0;0;1;0;0;0;0
Velvet Goldmine (1998);0;0;0;0;0;1;0;0;0;0
I Still Know What You Did Last Summer (1998);0;0;0;0;0;0;1;0;0;1
I'll Be Home For Christmas (1998);0;0;0;1;0;0;0;1;0;0
Meet Joe Black (1998);0;0;0;0;0;0;0;1;0;0
Dancing at Lughnasa (1998);0;0;0;0;0;1;0;0;0;0
Hard Core Logo (1996);0;0;0;1;0;0;0;0;0;0
Naked Man, The (1998);0;0;0;0;0;1;0;0;0;0
Runaway Train (1985);1;1;0;0;0;1;0;0;0;1
Desert Bloom (1986);0;0;0;0;0;1;0;0;0;0
Stepford Wives, The (1975);0;0;0;0;0;0;0;0;1;1
Pope of Greenwich Village, The (1984);1;0;0;0;0;0;0;0;0;0
Sid and Nancy (1986);0;0;0;0;0;1;0;0;0;0
Mona Lisa (1986);0;0;0;1;0;0;0;0;0;1
Heart Condition (1990);0;0;0;1;0;0;0;0;0;0
Nights of Cabiria (Le Notti di Cabiria) (1957);0;0;0;0;0;1;0;0;0;0
Big Chill, The (1983);0;0;0;1;0;1;0;0;0;0
Enemy of the State (1998);1;0;0;0;0;0;0;0;0;1
Rugrats Movie, The (1998);0;0;1;1;0;0;0;0;0;0
Bug's Life, A (1998);0;0;1;1;0;0;0;0;0;0
Celebrity (1998);0;0;0;1;0;0;0;0;0;0
Central Station (Central do Brasil) (1998);0;0;0;0;0;1;0;0;0;0
Savior (1998);0;0;0;0;0;1;0;0;0;0
Waking Ned Devine (1998);0;0;0;1;0;0;0;0;0;0
Celebration, The (Festen) (1998);0;0;0;0;0;1;0;0;0;0
Pink Flamingos (1972);0;0;0;1;0;0;0;0;0;0
Glen or Glenda (1953);0;0;0;0;0;1;0;0;0;0
Godzilla (Gojira) (1954);1;0;0;0;0;0;0;0;1;0
Godzilla (Gojira) (1984);1;0;0;0;0;0;0;0;1;0
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962);1;0;0;0;0;0;0;0;1;0
King Kong (1933);1;1;0;0;0;0;1;0;0;0
King Kong (1976);1;1;0;0;0;0;1;0;0;0
King Kong Lives (1986);1;1;0;0;0;0;1;0;0;0
Desperately Seeking Susan (1985);0;0;0;1;0;0;0;1;0;0
Emerald Forest, The (1985);1;1;0;0;0;1;0;0;0;0
Fletch (1985);0;0;0;1;0;0;0;0;0;0
Fletch Lives (1989);0;0;0;1;0;0;0;0;0;0
Red Sonja (1985);1;1;0;0;0;0;0;0;0;0
Gung Ho (1986);0;0;0;1;0;1;0;0;0;0
Money Pit, The (1986);0;0;0;1;0;0;0;0;0;0
View to a Kill, A (1985);1;0;0;0;0;0;0;0;0;0
Lifeforce (1985);0;0;0;0;0;0;1;0;1;0
Police Academy (1984);0;0;0;1;0;0;0;0;0;0
Police Academy 2: Their First Assignment (1985);0;0;0;1;0;0;0;0;0;0
Police Academy 3: Back in Training (1986);0;0;0;1;0;0;0;0;0;0
Police Academy 4: Citizens on Patrol (1987);0;0;0;1;0;0;0;0;0;0
Police Academy 5: Assignment: Miami Beach (1988);0;0;0;1;0;0;0;0;0;0
Police Academy 6: City Under Siege (1989);0;0;0;1;0;0;0;0;0;0
Babe: Pig in the City (1998);0;0;1;1;0;0;0;0;0;0
Home Fries (1998);0;0;0;1;0;0;0;1;0;0
Jerry Springer: Ringmaster (1998);0;0;0;0;0;1;0;0;0;0
Very Bad Things (1998);0;0;0;1;1;0;0;0;0;0
Steam: The Turkish Bath (Hamam) (1997);0;0;0;0;0;1;0;1;0;0
Psycho (1998);0;0;0;0;1;0;1;0;0;1
Little Voice (1998);0;0;0;1;0;0;0;0;0;0
Simple Plan, A (1998);0;0;0;0;1;0;0;0;0;1
Jack Frost (1998);0;0;0;1;0;1;0;0;0;0
Star Trek: Insurrection (1998);1;0;0;0;0;0;0;0;1;0
Prince of Egypt, The (1998);0;0;0;0;0;0;0;0;0;0
Rushmore (1998);0;0;0;1;0;0;0;0;0;0
Shakespeare in Love (1998);0;0;0;1;0;0;0;1;0;0
Mass Appeal (1984);0;0;0;0;0;1;0;0;0;0
Miracle on 34th Street (1947);0;0;0;0;0;1;0;0;0;0
Santa Claus: The Movie (1985);0;1;1;0;0;0;0;0;0;0
Prancer (1989);0;0;1;0;0;1;0;0;0;0
Pale Rider (1985);0;0;0;0;0;0;0;0;0;0
Rambo: First Blood Part II (1985);1;0;0;0;0;0;0;0;0;0
First Blood (1982);1;0;0;0;0;0;0;0;0;0
Rambo III (1988);1;0;0;0;0;0;0;0;0;0
Jewel of the Nile, The (1985);1;1;0;1;0;0;0;1;0;0
Romancing the Stone (1984);1;1;0;1;0;0;0;1;0;0
Cocoon (1985);0;0;0;1;0;0;0;0;1;0
Cocoon: The Return (1988);0;0;0;1;0;0;0;0;1;0
Rocky II (1979);1;0;0;0;0;1;0;0;0;0
Rocky III (1982);1;0;0;0;0;1;0;0;0;0
Rocky IV (1985);1;0;0;0;0;1;0;0;0;0
Rocky V (1990);1;0;0;0;0;1;0;0;0;0
Clue (1985);0;0;0;1;0;0;0;0;0;0
Young Sherlock Holmes (1985);1;1;0;0;0;0;0;0;0;0
Violets Are Blue... (1986);0;0;0;0;0;1;0;1;0;0
Back to School (1986);0;0;0;1;0;0;0;0;0;0
Heartburn (1986);0;0;0;1;0;1;0;0;0;0
Nothing in Common (1986);0;0;0;1;0;0;0;0;0;0
Extremities (1986);0;0;0;0;0;1;0;0;0;1
Karate Kid, The (1984);0;0;0;0;0;1;0;0;0;0
Karate Kid, Part II, The (1986);1;1;0;0;0;1;0;0;0;0
Karate Kid III, The (1989);1;1;0;0;0;1;0;0;0;0
Christmas Vacation (1989);0;0;0;1;0;0;0;0;0;0
You've Got Mail (1998);0;0;0;1;0;0;0;1;0;0
General, The (1998);0;0;0;0;1;0;0;0;0;0
Theory of Flight, The (1998);0;0;0;1;0;1;0;1;0;0
Thin Red Line, The (1998);1;0;0;0;0;1;0;0;0;0
Faculty, The (1998);0;0;0;0;0;0;1;0;1;0
Mighty Joe Young (1998);0;1;1;0;0;1;0;0;0;0
Mighty Joe Young (1949);0;1;1;0;0;1;0;0;0;0
Patch Adams (1998);0;0;0;1;0;1;0;0;0;0
Stepmom (1998);0;0;0;0;0;1;0;0;0;0
Civil Action, A (1998);0;0;0;0;0;1;0;0;0;0
Down in the Delta (1998);0;0;0;0;0;1;0;0;0;0
Hurlyburly (1998);0;0;0;0;0;1;0;0;0;0
Tea with Mussolini (1999);0;0;0;1;0;0;0;0;0;0
Wilde (1997);0;0;0;0;0;1;0;0;0;0
Outside Ozona (1998);0;0;0;0;0;1;0;0;0;1
Affliction (1997);0;0;0;0;0;1;0;0;0;0
Another Day in Paradise (1998);0;0;0;0;0;1;0;0;0;0
Hi-Lo Country, The (1998);0;0;0;0;0;1;0;0;0;0
Hilary and Jackie (1998);0;0;0;0;0;1;0;0;0;0
Playing by Heart (1998);0;0;0;0;0;1;0;1;0;0
24 7: Twenty Four Seven (1997);0;0;0;1;0;1;0;0;0;0
At First Sight (1999);0;0;0;0;0;1;0;0;0;0
In Dreams (1999);0;0;0;0;0;0;0;0;0;1
Varsity Blues (1999);0;0;0;1;0;1;0;0;0;0
Virus (1999);0;0;0;0;0;0;1;0;1;0
Garbage Pail Kids Movie, The (1987);0;1;1;0;0;0;0;0;0;0
Howard the Duck (1986);0;1;1;0;0;0;0;0;1;0
Gate, The (1987);0;0;0;0;0;0;1;0;0;0
Gate II: Trespassers, The (1990);0;0;0;0;0;0;1;0;0;0
Boy Who Could Fly, The (1986);0;0;0;0;0;1;0;0;0;0
Fly, The (1958);0;0;0;0;0;0;1;0;1;0
Fly, The (1986);0;0;0;0;0;0;1;0;1;0
Fly II, The (1989);0;0;0;0;0;0;1;0;1;0
Running Scared (1986);1;0;0;1;0;0;0;0;0;0
Armed and Dangerous (1986);0;0;0;1;1;0;0;0;0;0
Texas Chainsaw Massacre, The (1974);0;0;0;0;0;0;1;0;0;0
Texas Chainsaw Massacre 2, The (1986);0;0;0;0;0;0;1;0;0;0
Leatherface: Texas Chainsaw Massacre III (1990);0;0;0;0;0;0;1;0;0;0
Return of the Texas Chainsaw Massacre, The (1994);0;0;0;0;0;0;1;0;0;0
Ruthless People (1986);0;0;0;1;0;0;0;0;0;0
Trick or Treat (1986);0;0;0;0;0;0;1;0;0;0
Deadly Friend (1986);0;0;0;0;0;0;1;0;0;0
Belizaire the Cajun (1986);0;0;0;0;0;1;0;0;0;0
Name of the Rose, The (1986);0;0;0;0;0;0;0;0;0;0
Jumpin' Jack Flash (1986);1;0;0;1;0;0;0;1;0;1
Peggy Sue Got Married (1986);0;0;0;1;0;0;0;1;0;0
Crocodile Dundee (1986);0;1;0;1;0;0;0;0;0;0
Crocodile Dundee II (1988);0;1;0;1;0;0;0;0;0;0
Tough Guys (1986);0;0;0;1;0;0;0;0;0;0
Soul Man (1986);0;0;0;1;0;0;0;0;0;0
Color of Money, The (1986);0;0;0;0;0;1;0;0;0;0
52 Pick-Up (1986);1;0;0;0;0;0;0;0;0;1
Heartbreak Ridge (1986);1;0;0;0;0;0;0;0;0;0
Firewalker (1986);0;1;0;0;0;0;0;0;0;0
Three Amigos! (1986);0;0;0;1;0;0;0;0;0;0
Gloria (1999);0;0;0;0;0;1;0;0;0;1
Dry Cleaning (Nettoyage ?sec) (1997);0;0;0;0;0;1;0;0;0;0
My Name Is Joe (1998);0;0;0;0;0;1;0;1;0;0
Still Crazy (1998);0;0;0;1;0;0;0;1;0;0
Day of the Beast, The (El D? de la bestia) (1995);0;0;0;1;0;0;1;0;0;1
Tinseltown (1998);0;0;0;1;0;0;0;0;0;0
She's All That (1999);0;0;0;1;0;0;0;1;0;0
24-hour Woman (1998);0;0;0;0;0;1;0;0;0;0
Blood, Guts, Bullets and Octane (1998);1;0;0;1;0;0;0;0;0;0
Peeping Tom (1960);0;0;0;0;0;1;1;0;0;1
Spanish Fly (1998);0;0;0;0;0;1;0;0;0;0
Payback (1999);1;0;0;0;0;0;0;0;0;1
Simply Irresistible (1999);0;0;0;1;0;0;0;1;0;0
20 Dates (1998);0;0;0;1;0;0;0;0;0;0
Harmonists, The (1997);0;0;0;0;0;1;0;0;0;0
Last Days, The (1998);0;0;0;0;0;0;0;0;0;0
Fantastic Planet, The (La Plan?e sauvage) (1973);0;0;0;0;0;0;0;0;1;0
Blast from the Past (1999);0;0;0;1;0;0;0;1;0;0
Message in a Bottle (1999);0;0;0;0;0;0;0;1;0;0
My Favorite Martian (1999);0;0;0;1;0;0;0;0;1;0
God Said 'Ha!' (1998);0;0;0;1;0;0;0;0;0;0
Jawbreaker (1999);0;0;0;1;0;0;0;0;0;0
October Sky (1999);0;0;0;0;0;1;0;0;0;0
Office Space (1999);0;0;0;1;0;0;0;1;0;0
Apple, The (Sib) (1998);0;0;0;0;0;1;0;0;0;0
200 Cigarettes (1999);0;0;0;1;0;1;0;0;0;0
8MM (1999);0;0;0;0;0;0;0;0;0;1
Other Sister, The (1999);0;0;0;1;0;1;0;1;0;0
Breakfast of Champions (1999);0;0;0;1;0;0;0;0;0;0
Breaks, The (1999);0;0;0;0;0;1;0;0;0;0
Eight Days a Week (1997);0;0;0;1;0;0;0;0;0;0
Just the Ticket (1999);0;0;0;1;0;0;0;1;0;0
Long Goodbye, The (1973);0;0;0;0;1;0;0;0;0;0
Ballad of Narayama, The (Narayama Bushiko) (1982);0;0;0;0;0;1;0;0;0;0
Pet Sematary (1989);0;0;0;0;0;0;1;0;0;0
Pet Sematary II (1992);0;0;0;0;0;0;1;0;0;0
Children of the Corn II: The Final Sacrifice (1993);0;0;0;0;0;0;1;0;0;0
Children of the Corn III (1994);0;0;0;0;0;0;1;0;0;0
Christine (1983);0;0;0;0;0;0;1;0;0;0
Night Shift (1982);0;0;0;1;0;0;0;0;0;0
House on Haunted Hill (1958);0;0;0;0;0;0;1;0;0;0
Airport (1970);0;0;0;0;0;1;0;0;0;0
Airport 1975 (1974);0;0;0;0;0;1;0;0;0;0
Airport '77 (1977);0;0;0;0;0;1;0;0;0;0
Rollercoaster (1977);0;0;0;0;0;1;0;0;0;1
Towering Inferno, The (1974);1;0;0;0;0;1;0;0;0;0
Alligator (1980);1;0;0;0;0;0;1;0;1;0
Meteor (1979);0;0;0;0;0;0;0;0;1;0
Westworld (1973);1;0;0;0;0;0;0;0;1;1
Logan's Run (1976);1;1;0;0;0;0;0;0;1;0
Planet of the Apes (1968);1;0;0;0;0;0;0;0;1;0
Beneath the Planet of the Apes (1970);1;0;0;0;0;0;0;0;1;0
Battle for the Planet of the Apes (1973);1;0;0;0;0;0;0;0;1;0
Conquest of the Planet of the Apes (1972);1;0;0;0;0;0;0;0;1;0
Escape from the Planet of the Apes (1971);1;0;0;0;0;0;0;0;1;0
Avalanche (1978);1;0;0;0;0;0;0;0;0;0
Earthquake (1974);1;0;0;0;0;0;0;0;0;0
Concorde: Airport '79, The (1979);0;0;0;0;0;1;0;0;0;0
Beyond the Poseidon Adventure (1979);0;1;0;0;0;0;0;0;0;0
Dancemaker (1998);0;0;0;0;0;0;0;0;0;0
Analyze This (1999);0;0;0;1;0;0;0;0;0;0
Corruptor, The (1999);1;0;0;0;1;1;0;0;0;1
Cruel Intentions (1999);0;0;0;0;0;1;0;0;0;0
Lock, Stock & Two Smoking Barrels (1998);0;0;0;1;1;0;0;0;0;1
Six Ways to Sunday (1997);0;0;0;1;0;0;0;0;0;0
School of Flesh, The (L' ?cole de la chair) (1998);0;0;0;0;0;1;0;0;0;0
Relax... It's Just Sex (1998);0;0;0;1;0;0;0;0;0;0
Deep End of the Ocean, The (1999);0;0;0;0;0;1;0;0;0;0
Harvest (1998);0;0;0;0;0;1;0;0;0;0
Rage: Carrie 2, The (1999);0;0;0;0;0;0;1;0;0;0
Wing Commander (1999);1;0;0;0;0;0;0;0;1;0
Haunting, The (1963);0;0;0;0;0;0;1;0;0;1
Dead Ringers (1988);0;0;0;0;0;1;0;0;0;1
My Boyfriend's Back (1993);0;0;0;1;0;0;0;0;0;0
Village of the Damned (1960);0;0;0;0;0;0;1;0;1;1
Children of the Damned (1963);0;0;0;0;0;0;1;0;1;1
Baby Geniuses (1999);0;0;0;1;0;0;0;0;0;0
Telling You (1998);0;0;0;1;0;1;0;1;0;0
I Stand Alone (Seul contre tous) (1998);0;0;0;0;0;1;0;0;0;0
Forces of Nature (1999);0;0;0;1;0;0;0;1;0;0
King and I, The (1999);0;0;1;0;0;0;0;0;0;0
Ravenous (1999);0;0;0;0;0;1;1;0;0;0
True Crime (1999);0;0;0;0;1;0;0;0;0;1
Bandits (1997);0;0;0;0;0;1;0;0;0;0
Beauty (1998);0;0;0;0;0;1;0;0;0;0
Empty Mirror, The (1999);0;0;0;0;0;1;0;0;0;0
King and I, The (1956);0;0;0;0;0;0;0;0;0;0
Doug's 1st Movie (1999);0;0;1;0;0;0;0;0;0;0
EDtv (1999);0;0;0;1;0;0;0;0;0;0
Mod Squad, The (1999);1;0;0;0;1;0;0;0;0;0
Among Giants (1998);0;0;0;0;0;1;0;1;0;0
Walk on the Moon, A (1999);0;0;0;0;0;1;0;1;0;0
Matrix, The (1999);1;0;0;0;0;0;0;0;1;1
10 Things I Hate About You (1999);0;0;0;1;0;0;0;1;0;0
Tango (1998);0;0;0;0;0;1;0;0;0;0
Out-of-Towners, The (1999);0;0;0;1;0;0;0;0;0;0
Dreamlife of Angels, The (La Vie r?? des anges) (1998);0;0;0;0;0;1;0;0;0;0
Love, etc. (1996);0;0;0;0;0;1;0;0;0;0
Metroland (1997);0;0;0;1;0;1;0;0;0;0
Sticky Fingers of Time, The (1997);0;0;0;0;0;0;0;0;1;0
Following (1998);0;0;0;0;0;1;0;0;0;0
Go (1999);0;0;0;0;1;0;0;0;0;0
Never Been Kissed (1999);0;0;0;1;0;0;0;1;0;0
Twin Dragons (Shuang long hui) (1992);1;0;0;1;0;0;0;0;0;0
Cookie's Fortune (1999);0;0;0;0;0;0;0;0;0;0
Foolish (1999);0;0;0;1;0;0;0;0;0;0
Lovers of the Arctic Circle, The (Los Amantes del C?culo Polar) (1998);0;0;0;0;0;1;0;1;0;0
Goodbye, Lover (1999);0;0;0;1;1;0;0;0;0;1
Life (1999);0;0;0;1;0;0;0;0;0;0
Clubland (1998);0;0;0;0;0;1;0;0;0;0
Friends & Lovers (1999);0;0;0;1;0;1;0;1;0;0
Hideous Kinky (1998);0;0;0;0;0;1;0;0;0;0
Jeanne and the Perfect Guy (Jeanne et le gar?n formidable) (1998);0;0;0;1;0;0;0;1;0;0
Joyriders, The (1999);0;0;0;0;0;1;0;0;0;0
Monster, The (Il Mostro) (1994);0;0;0;1;0;0;0;0;0;0
Open Your Eyes (Abre los ojos) (1997);0;0;0;0;0;1;0;1;1;0
Photographer (Fotoamator) (1998);0;0;0;0;0;0;0;0;0;0
SLC Punk! (1998);0;0;0;1;0;1;0;0;0;0
Lost & Found (1999);0;0;0;1;0;0;0;1;0;0
Pushing Tin (1999);0;0;0;1;0;0;0;0;0;0
Election (1999);0;0;0;1;0;0;0;0;0;0
eXistenZ (1999);1;0;0;0;0;0;0;0;1;1
Little Bit of Soul, A (1998);0;0;0;1;0;0;0;0;0;0
Mighty Peking Man (Hsing hsing wang) (1977);0;1;0;0;0;0;0;0;1;0
No (1998);0;0;0;0;0;1;0;0;0;0
Let it Come Down: The Life of Paul Bowles (1998);0;0;0;0;0;0;0;0;0;0
Entrapment (1999);0;0;0;0;1;0;0;0;0;1
Idle Hands (1999);0;0;0;1;0;0;1;0;0;0
Get Real (1998);0;0;0;0;0;1;0;0;0;0
Heaven (1998);0;0;0;0;0;0;0;0;0;1
King of Masks, The (Bian Lian) (1996);0;0;0;0;0;1;0;0;0;0
Three Seasons (1999);0;0;0;0;0;1;0;0;0;0
Winslow Boy, The (1998);0;0;0;0;0;1;0;0;0;0
Mildred Pierce (1945);0;0;0;0;0;1;0;0;0;0
Night of the Comet (1984);1;0;0;0;0;0;1;0;1;0
Chopping Mall (a.k.a. Killbots) (1986);1;0;0;0;0;0;1;0;1;0
My Science Project (1985);0;1;0;0;0;0;0;0;1;0
Dick Tracy (1990);1;0;0;0;1;0;0;0;0;0
Mummy, The (1999);1;1;0;0;0;0;1;0;0;1
Castle, The (1997);0;0;0;1;0;0;0;0;0;0
Mascara (1999);0;0;0;0;0;1;0;0;0;0
This Is My Father (1998);0;0;0;0;0;1;0;1;0;0
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998);0;0;0;0;0;1;0;1;0;0
Midsummer Night's Dream, A (1999);0;0;0;1;0;0;0;0;0;0
Trippin' (1999);0;0;0;1;0;0;0;0;0;0
After Life (1998);0;0;0;0;0;1;0;0;0;0
Black Mask (Hak hap) (1996);1;0;0;0;0;0;0;0;0;0
Edge of Seventeen (1998);0;0;0;1;0;1;0;1;0;0
Endurance (1998);0;0;0;0;0;1;0;0;0;0
Star Wars: Episode I - The Phantom Menace (1999);1;1;0;0;0;0;0;0;1;0
Love Letter, The (1999);0;0;0;1;0;0;0;1;0;0
Besieged (L' Assedio) (1998);0;0;0;0;0;1;0;0;0;0
Frogs for Snakes (1998);0;0;0;1;0;0;0;0;0;1
Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965);0;0;0;0;0;1;0;0;0;0
Mummy, The (1932);0;0;0;0;0;0;1;1;0;0
Mummy, The (1959);0;0;0;0;0;0;1;0;0;0
Mummy's Curse, The (1944);0;0;0;0;0;0;1;0;0;0
Mummy's Ghost, The (1944);0;0;0;0;0;0;1;0;0;0
Mummy's Hand, The (1940);0;0;0;0;0;0;1;0;0;0
Mummy's Tomb, The (1942);0;0;0;0;0;0;1;0;0;0
Mommie Dearest (1981);0;0;0;0;0;1;0;0;0;0
Superman (1978);1;1;0;0;0;0;0;0;1;0
Superman II (1980);1;1;0;0;0;0;0;0;1;0
